1;0;3341.00;11.50;68.00;0.00;1.24
2;0;2216.00;10.30;86.00;0.00;1.48
3;0;4139.00;10.32;1994.00;0.00;1.32
4;0;1273.00;13.52;209.00;0.00;0.88
5;0;2337.00;10.70;1956.00;0.00;0.96
6;0;393.00;10.50;131.00;0.00;1.24
7;0;883.00;12.35;126.00;0.00;1.32
8;0;2641.00;11.55;2027.00;0.00;1.00
9;0;3046.00;12.20;2028.00;0.00;1.20
10;0;1817.00;10.22;62.00;0.00;1.56
11;0;2590.00;11.45;113.00;0.00;1.24
12;0;4066.00;10.70;1953.00;0.00;1.08
13;0;5221.00;12.20;19.00;0.00;0.92
14;0;1967.00;11.17;80.00;0.00;1.56
15;0;2829.00;13.60;297.00;0.00;0.92
16;0;684.00;10.82;57.00;0.00;1.32
17;0;1501.00;10.95;142.00;0.00;1.20
18;0;3124.00;12.20;2017.00;0.00;1.36
19;0;2152.00;12.07;24.00;0.00;1.16
20;0;2260.00;9.95;58.00;0.00;1.32
21;0;2390.00;11.65;63.00;0.00;1.12
22;0;1913.00;10.62;2032.00;0.00;0.80
23;0;2918.00;10.77;2016.00;0.00;1.20
24;0;1945.00;10.72;1966.00;0.00;1.52
25;0;2903.00;12.62;149.00;0.00;1.28
26;0;4491.00;10.22;29.00;0.00;1.28
27;0;3049.00;10.95;253.00;0.00;1.00
28;0;1117.00;11.20;219.00;0.00;1.00
29;0;627.00;11.55;83.00;0.00;1.52
30;0;1503.00;13.00;85.00;0.00;1.28
31;0;4321.00;11.85;28.00;0.00;1.20
32;0;5057.00;11.22;65.00;0.00;1.28
33;0;4975.00;12.57;16.00;0.00;0.84
34;0;3575.00;11.67;1991.00;0.00;1.36
35;0;1399.00;9.90;69.00;0.00;1.36
36;0;3986.00;12.25;26.00;0.00;1.20
37;0;4816.00;10.70;49.00;0.00;1.32
38;0;3095.00;11.67;249.00;0.00;1.04
39;0;4327.00;10.20;2022.00;0.00;1.20
40;0;838.00;10.90;82.00;0.00;1.16
41;0;135.00;10.30;34.00;0.00;1.44
42;0;3688.00;11.75;35.00;0.00;1.36
43;0;3338.00;12.70;2027.00;0.00;1.08
44;0;2803.00;10.12;785.00;0.00;0.24
45;0;2883.00;10.25;603.00;0.00;0.28
46;0;2832.00;10.10;1917.00;0.00;1.16
47;0;2660.00;12.50;171.00;0.00;0.96
48;0;1706.00;11.52;215.00;0.00;1.00
49;0;1972.00;11.60;16.00;0.00;0.84
50;0;1858.00;11.22;120.00;0.00;1.08
51;0;4685.00;11.72;2020.00;0.00;1.20
52;0;4374.00;12.80;16.00;0.00;0.96
53;0;2934.00;13.55;96.00;0.00;1.28
54;0;779.00;10.80;76.00;0.00;1.24
55;0;3530.00;12.00;2012.00;0.00;1.40
56;0;1513.00;12.90;35.00;0.00;1.28
57;0;1158.00;10.50;233.00;0.00;1.16
58;0;1257.00;10.90;249.00;0.00;0.92
59;0;2761.00;11.80;721.00;0.00;0.28
60;0;1626.00;11.67;246.00;0.00;1.08
61;0;4689.00;10.30;1964.00;0.00;1.16
62;0;1116.00;13.07;85.00;0.00;1.36
63;0;2732.00;13.50;281.00;0.00;1.00
64;0;4575.00;10.37;1871.00;0.00;0.88
65;0;2791.00;13.25;331.00;0.00;1.00
66;0;1696.00;11.80;125.00;0.00;1.12
67;0;2714.00;12.97;165.00;0.00;1.32
68;0;795.00;10.30;188.00;0.00;1.12
69;0;480.00;10.20;232.00;0.00;0.76
70;0;4357.00;10.10;1973.00;0.00;1.24
71;0;3459.00;10.65;102.00;0.00;1.08
72;0;2916.00;11.22;29.00;0.00;1.40
73;0;1451.00;12.60;114.00;0.00;1.28
74;0;2710.00;11.60;1958.00;0.00;1.12
75;0;3288.00;10.37;193.00;0.00;1.04
76;0;1670.00;11.00;1991.00;0.00;1.20
77;0;2823.00;10.30;399.00;0.00;0.64
78;0;2764.00;10.82;32.00;0.00;1.40
79;0;1846.00;12.62;1990.00;0.00;1.40
80;0;1357.00;11.77;189.00;0.00;1.04
81;0;2767.00;12.40;190.00;0.00;1.28
82;0;4043.00;10.10;120.00;0.00;0.96
83;0;3401.00;10.75;179.00;0.00;0.80
84;0;2694.00;12.17;301.00;0.00;1.00
85;0;4616.00;11.50;27.00;0.00;1.16
86;0;2611.00;10.25;229.00;0.00;1.08
87;0;577.00;11.50;36.00;0.00;1.52
88;0;4778.00;11.10;112.00;0.00;1.16
89;0;3593.00;10.80;169.00;0.00;1.04
90;0;4192.00;10.70;1998.00;0.00;1.44
91;0;2893.00;12.40;231.00;0.00;1.04
92;0;3214.00;10.70;179.00;0.00;1.04
93;0;583.00;10.90;196.00;0.00;0.76
94;0;3974.00;11.50;2026.00;0.00;1.00
95;0;4019.00;10.90;1970.00;0.00;1.04
96;0;1714.00;10.10;1942.00;0.00;1.12
97;0;1231.00;10.37;433.00;0.00;0.92
98;0;3818.00;10.20;2005.00;0.00;1.56
99;0;2486.00;10.45;73.00;0.00;1.16
100;0;319.00;10.40;156.00;0.00;1.04
101;0;379.00;12.10;24.00;0.00;1.24
102;0;5125.00;11.45;55.00;0.00;1.24
103;0;4826.00;11.52;100.00;0.00;1.16
104;0;2811.00;13.10;2022.00;0.00;1.20
105;0;1166.00;12.27;116.00;0.00;1.16
106;0;2110.00;10.80;1963.00;0.00;1.24
107;0;2750.00;10.20;632.00;0.00;0.28
108;0;2664.00;11.05;1932.00;0.00;0.84
109;0;1555.00;12.70;99.00;0.00;1.08
110;0;4872.00;12.97;11.00;0.00;0.56
111;0;2786.00;10.60;779.00;0.00;0.36
112;0;2542.00;10.12;1988.00;0.00;1.16
113;0;992.00;11.90;166.00;0.00;1.24
114;0;3071.00;12.70;188.00;0.00;1.12
115;0;3624.00;11.15;60.00;0.00;1.20
116;0;1272.00;10.50;298.00;0.00;0.88
117;0;3628.00;13.40;15.00;0.00;0.72
118;0;2933.00;12.05;240.00;0.00;1.12
119;0;1223.00;11.20;302.00;0.00;0.96
120;0;2342.00;13.15;24.00;0.00;1.04
121;0;2392.00;11.27;1985.00;0.00;1.28
122;0;1293.00;12.02;115.00;0.00;1.24
123;0;4523.00;12.70;1919.00;0.00;1.36
124;0;1103.00;10.75;177.00;0.00;1.24
125;0;4415.00;11.22;2017.00;0.00;1.20
126;0;3348.00;10.30;161.00;0.00;1.28
127;0;1208.00;12.55;152.00;0.00;1.28
128;0;2753.00;10.55;384.00;0.00;0.84
129;0;2809.00;12.65;78.00;0.00;1.64
130;0;2772.00;11.40;654.00;0.00;0.24
131;0;1516.00;11.60;228.00;0.00;0.92
132;0;2721.00;12.25;2027.00;0.00;1.12
133;0;3188.00;11.52;36.00;0.00;1.32
134;0;2649.00;12.00;36.00;0.00;1.48
135;0;3312.00;12.65;1984.00;0.00;1.36
136;0;2834.00;10.80;674.00;0.00;0.28
137;0;2734.00;13.00;217.00;0.00;1.20
138;0;4751.00;10.80;2012.00;0.00;1.48
139;0;1286.00;10.22;428.00;0.00;0.68
140;0;2439.00;10.75;103.00;0.00;0.96
141;0;3719.00;11.20;149.00;0.00;0.96
142;0;676.00;11.85;123.00;0.00;1.36
143;0;2988.00;12.02;317.00;0.00;0.84
144;0;5147.00;11.20;93.00;0.00;0.92
145;0;3213.00;10.20;116.00;0.00;1.24
146;0;3534.00;12.70;45.00;0.00;1.36
147;0;3413.00;11.40;30.00;0.00;1.28
148;0;3745.00;10.15;1938.00;0.00;0.92
149;0;3204.00;10.45;1942.00;0.00;1.16
150;0;4474.00;10.90;1938.00;0.00;1.44
151;0;2640.00;12.00;303.00;0.00;0.84
152;0;2146.00;12.55;1997.00;0.00;1.36
153;0;2356.00;10.40;121.00;0.00;0.84
154;0;2645.00;11.40;211.00;0.00;1.00
155;0;2880.00;11.17;1944.00;0.00;1.24
156;0;3212.00;11.27;1993.00;0.00;1.36
157;0;1397.00;11.10;166.00;0.00;0.92
158;0;3605.00;10.17;113.00;0.00;1.32
159;0;3679.00;10.95;1965.00;0.00;1.24
160;0;4063.00;10.30;21.00;0.00;1.04
161;0;4194.00;11.80;47.00;0.00;1.08
162;0;2474.00;11.75;20.00;0.00;1.04
163;0;2776.00;10.35;687.00;0.00;0.32
164;0;3583.00;11.25;1938.00;0.00;1.24
165;0;2751.00;10.90;684.00;0.00;0.28
166;0;694.00;11.80;192.00;0.00;1.32
167;0;3552.00;11.50;142.00;0.00;1.12
168;0;3258.00;12.97;2034.00;0.00;0.64
169;0;4277.00;11.10;2003.00;0.00;1.48
170;0;3285.00;10.62;48.00;0.00;1.36
171;0;2618.00;11.10;1977.00;0.00;1.36
172;0;4407.00;9.90;1929.00;0.00;1.00
173;0;3124.00;10.75;155.00;0.00;0.96
174;0;2961.00;11.95;276.00;0.00;0.84
175;0;2758.00;11.60;1959.00;0.00;1.08
176;0;3942.00;10.35;1996.00;0.00;1.28
177;0;2595.00;12.67;14.00;0.00;0.80
178;0;2726.00;10.20;777.00;0.00;0.32
179;0;2675.00;12.62;1987.00;0.00;1.44
180;0;2767.00;10.20;776.00;0.00;0.36
181;0;1574.00;11.30;2026.00;0.00;1.00
182;0;1456.00;11.52;169.00;0.00;1.24
183;0;1918.00;10.90;57.00;0.00;1.16
184;0;2844.00;12.55;123.00;0.00;1.32
185;0;645.00;12.30;159.00;0.00;1.40
186;0;1846.00;11.80;208.00;0.00;1.08
187;0;961.00;12.95;74.00;0.00;1.20
188;0;3755.00;10.50;59.00;0.00;1.32
189;0;3261.00;10.45;118.00;0.00;1.24
190;0;2939.00;10.80;636.00;0.00;0.28
191;0;1620.00;13.00;195.00;0.00;1.16
192;0;2816.00;12.20;16.00;0.00;0.92
193;0;3664.00;10.20;203.00;0.00;1.04
194;0;5551.00;10.45;18.00;0.00;0.80
195;0;1668.00;12.32;17.00;0.00;1.08
196;0;2770.00;10.10;749.00;0.00;0.32
197;0;3892.00;11.15;118.00;0.00;1.12
198;0;4696.00;11.40;53.00;0.00;1.56
199;0;3127.00;11.20;76.00;0.00;1.44
200;0;2893.00;10.27;1909.00;0.00;0.56
201;0;4797.00;10.85;1977.00;0.00;1.08
202;0;916.00;11.45;215.00;0.00;0.92
203;0;3020.00;12.55;159.00;0.00;1.36
204;0;3523.00;10.32;1940.00;0.00;1.28
205;0;788.00;13.00;13.00;0.00;0.84
206;0;2780.00;10.10;698.00;0.00;0.24
207;0;2982.00;11.55;16.00;0.00;0.80
208;0;441.00;10.20;29.00;0.00;1.28
209;0;2087.00;11.50;89.00;0.00;1.28
210;0;771.00;11.55;144.00;0.00;1.20
211;0;3346.00;12.20;22.00;0.00;0.96
212;0;4885.00;10.45;2026.00;0.00;1.24
213;0;4584.00;10.37;75.00;0.00;1.16
214;0;1874.00;10.55;1941.00;0.00;1.28
215;0;5445.00;10.75;20.00;0.00;0.80
216;0;3056.00;10.30;319.00;0.00;0.96
217;0;1969.00;10.65;2017.00;0.00;1.28
218;0;3549.00;10.70;179.00;0.00;0.88
219;0;2014.00;10.15;1961.00;0.00;1.48
220;0;3904.00;10.30;177.00;0.00;0.88
221;0;3099.00;10.35;295.00;0.00;0.80
222;0;2690.00;10.15;737.00;0.00;0.24
223;0;633.00;11.30;18.00;0.00;0.96
224;0;2979.00;10.80;357.00;0.00;0.92
225;0;419.00;10.10;86.00;0.00;1.40
226;0;2719.00;10.30;709.00;0.00;0.24
227;0;2241.00;10.15;19.00;0.00;0.88
228;0;2070.00;10.55;144.00;0.00;1.12
229;0;2921.00;10.60;631.00;0.00;0.32
230;0;2759.00;10.15;622.00;0.00;0.28
231;0;4621.00;10.45;1872.00;0.00;1.12
232;0;4732.00;11.40;16.00;0.00;0.88
233;0;2685.00;10.20;715.00;0.00;0.24
234;0;948.00;11.70;191.00;0.00;0.96
235;0;3949.00;10.30;186.00;0.00;0.96
236;0;3928.00;11.20;35.00;0.00;1.28
237;0;3869.00;11.35;59.00;0.00;1.36
238;0;3045.00;11.00;1956.00;0.00;1.24
239;0;2549.00;11.45;129.00;0.00;1.12
240;0;3007.00;13.50;97.00;0.00;1.32
241;0;3066.00;12.20;106.00;0.00;1.56
242;0;3171.00;10.62;156.00;0.00;1.24
243;0;3598.00;11.45;2031.00;0.00;0.88
244;0;1007.00;13.10;48.00;0.00;1.40
245;0;2194.00;10.75;1951.00;0.00;1.08
246;0;278.00;10.15;128.00;0.00;0.96
247;0;2938.00;10.27;708.00;0.00;0.20
248;0;1357.00;11.65;239.00;0.00;1.00
249;0;432.00;12.00;174.00;0.00;1.08
250;0;3856.00;11.05;2032.00;0.00;0.84
251;0;3090.00;12.80;34.00;0.00;1.52
252;0;2859.00;10.25;733.00;0.00;0.32
253;0;2783.00;14.07;140.00;0.00;1.44
254;0;2551.00;11.10;222.00;0.00;1.12
255;0;2288.00;10.62;150.00;0.00;0.88
256;0;1837.00;13.65;2032.00;0.00;0.80
257;0;3403.00;10.45;144.00;0.00;0.76
258;0;3651.00;10.20;126.00;0.00;1.52
259;0;3407.00;13.22;2026.00;0.00;1.00
260;0;697.00;9.90;14.00;0.00;0.72
261;0;887.00;12.27;18.00;0.00;1.12
262;0;475.00;10.15;191.00;0.00;1.32
263;0;4085.00;9.90;77.00;0.00;1.28
264;0;4395.00;10.80;57.00;0.00;1.20
265;0;524.00;11.30;108.00;0.00;1.20
266;0;1815.00;10.20;1943.00;0.00;1.08
267;0;2194.00;10.40;2016.00;0.00;1.48
268;0;2878.00;11.75;191.00;0.00;1.04
269;0;4239.00;11.27;2030.00;0.00;1.04
270;0;1047.00;12.50;14.00;0.00;0.84
271;0;2697.00;12.02;352.00;0.00;0.96
272;0;3983.00;11.67;84.00;0.00;1.40
273;0;2574.00;10.80;55.00;0.00;1.64
274;0;1940.00;11.80;131.00;0.00;1.32
275;0;3478.00;10.40;63.00;0.00;1.40
276;0;2684.00;10.15;749.00;0.00;0.20
277;0;1160.00;10.20;174.00;0.00;1.20
278;0;1669.00;10.30;250.00;0.00;0.88
279;0;2635.00;10.17;90.00;0.00;1.44
280;0;1430.00;10.30;2037.00;0.00;0.56
281;0;2284.00;10.70;189.00;0.00;0.88
282;0;967.00;10.70;220.00;0.00;0.60
283;0;638.00;11.17;200.00;0.00;0.76
284;0;1197.00;10.95;265.00;0.00;1.12
285;0;2795.00;10.10;603.00;0.00;0.32
286;0;2035.00;11.50;17.00;0.00;0.88
287;0;2480.00;11.05;258.00;0.00;0.56
288;0;2922.00;10.40;619.00;0.00;0.28
289;0;2512.00;11.52;199.00;0.00;1.24
290;0;1954.00;10.70;196.00;0.00;1.28
291;0;939.00;11.72;153.00;0.00;1.00
292;0;1752.00;12.15;84.00;0.00;1.16
293;0;3764.00;10.37;2023.00;0.00;1.16
294;0;2065.00;12.00;1999.00;0.00;1.52
295;0;3846.00;10.82;111.00;0.00;1.20
296;0;4611.00;11.00;2027.00;0.00;0.96
297;0;2687.00;10.12;646.00;0.00;0.32
298;0;1206.00;12.80;81.00;0.00;1.24
299;0;2916.00;11.10;381.00;0.00;0.84
300;0;2263.00;10.72;2022.00;0.00;1.24
301;0;4249.00;10.85;56.00;0.00;1.12
302;0;4969.00;11.57;75.00;0.00;1.48
303;0;456.00;12.40;132.00;0.00;1.24
304;0;5294.00;10.85;42.00;0.00;0.92
305;0;1234.00;12.35;196.00;0.00;0.88
306;0;4548.00;13.00;1996.00;0.00;1.32
307;0;1432.00;10.30;219.00;0.00;0.96
308;0;4550.00;10.85;21.00;0.00;0.92
309;0;2121.00;10.40;1919.00;0.00;0.68
310;0;2240.00;10.70;1971.00;0.00;1.16
311;0;5392.00;11.20;24.00;0.00;1.04
312;0;2696.00;11.20;619.00;0.00;0.24
313;0;2610.00;10.62;278.00;0.00;0.88
314;0;2936.00;10.20;725.00;0.00;0.28
315;0;348.00;10.32;65.00;0.00;1.48
316;0;2811.00;9.90;773.00;0.00;0.16
317;0;2757.00;11.50;731.00;0.00;0.32
318;0;1797.00;11.55;201.00;0.00;1.08
319;0;1688.00;10.20;62.00;0.00;1.48
321;0;3234.00;10.17;222.00;0.00;1.08
322;0;3985.00;9.90;173.00;0.00;0.96
323;0;3148.00;10.65;238.00;0.00;0.84
324;0;1179.00;10.60;344.00;0.00;0.84
325;0;1798.00;10.10;125.00;0.00;1.16
326;0;4488.00;11.10;1876.00;0.00;1.12
327;0;2904.00;10.22;655.00;0.00;0.28
328;0;2688.00;10.17;762.00;0.00;0.20
329;0;1401.00;12.12;123.00;0.00;1.12
330;0;3830.00;12.35;20.00;0.00;1.08
331;0;2294.00;10.05;1973.00;0.00;1.24
332;0;1433.00;10.10;27.00;0.00;1.20
333;0;4100.00;11.00;2026.00;0.00;1.28
334;0;725.00;13.05;137.00;0.00;1.04
335;0;2863.00;10.75;395.00;0.00;0.80
336;0;1567.00;12.15;55.00;0.00;1.12
337;0;1907.00;12.00;166.00;0.00;1.20
338;0;3980.00;10.30;226.00;0.00;0.96
339;0;4200.00;10.70;10.00;0.00;0.52
340;0;1199.00;12.05;22.00;0.00;1.00
341;0;2901.00;10.30;748.00;0.00;0.32
342;0;4463.00;11.80;2010.00;0.00;1.12
343;0;3787.00;10.80;1961.00;0.00;1.32
344;0;4651.00;10.10;1923.00;0.00;1.36
345;0;1368.00;10.70;275.00;0.00;0.96
346;0;2002.00;10.40;210.00;0.00;0.84
347;0;1559.00;11.95;13.00;0.00;0.72
348;0;4817.00;12.17;2023.00;0.00;1.12
349;0;1739.00;10.65;263.00;0.00;0.96
350;0;1270.00;13.05;165.00;0.00;1.16
351;0;4262.00;10.40;15.00;0.00;0.76
352;0;4638.00;10.80;1979.00;0.00;1.20
353;0;2793.00;10.17;634.00;0.00;0.28
354;0;2065.00;11.60;1932.00;0.00;1.24
355;0;340.00;10.25;117.00;0.00;1.16
356;0;1234.00;10.50;393.00;0.00;0.80
357;0;2846.00;11.05;645.00;0.00;0.32
358;0;3480.00;11.67;1985.00;0.00;1.20
359;0;2912.00;10.15;796.00;0.00;0.24
360;0;219.00;11.10;32.00;0.00;1.44
361;0;2832.00;12.65;258.00;0.00;0.92
362;0;1360.00;10.40;38.00;0.00;1.20
363;0;1257.00;12.42;57.00;0.00;1.16
364;0;739.00;11.70;179.00;0.00;1.16
365;0;2440.00;11.60;216.00;0.00;1.00
366;0;2794.00;10.10;712.00;0.00;0.20
367;0;2827.00;10.10;776.00;0.00;0.28
368;0;2763.00;13.55;304.00;0.00;1.16
369;0;3239.00;10.20;68.00;0.00;1.32
370;0;2944.00;10.87;1925.00;0.00;1.00
371;0;1817.00;10.80;240.00;0.00;0.92
372;0;556.00;11.15;157.00;0.00;1.08
373;0;2024.00;11.50;2027.00;0.00;1.08
