1;arms_factory;2763.00;10.20;796.00;5.74;0
1;arms_factory;2774.00;10.60;784.00;3.58;0
1;arms_factory;2792.00;10.20;769.00;5.14;0
1;arms_factory;2788.00;10.15;798.00;1.52;0
1;arms_factory;2769.00;10.45;786.00;4.19;0
1;arms_factory;2797.00;10.30;773.00;2.03;0
1;industrial_complex;2783.00;10.60;779.00;5.05;0
1;industrial_complex;2812.00;10.05;779.00;6.25;0
1;industrial_complex;2796.00;10.20;764.00;4.09;0
1;industrial_complex;2802.00;10.25;773.00;0.47;0
1;industrial_complex;2759.00;10.15;796.00;2.04;0
1;industrial_complex;2780.00;10.60;783.00;4.70;0
1;air_base;2777.80;10.30;797.13;2.54;0
1;supply_node;2803.00;10.12;785.00;5.51;0
1;supply_node;2786.00;10.60;779.00;2.16;0
1;supply_node;2811.00;9.90;773.00;4.75;0
1;supply_node;2803.00;10.10;766.00;1.40;0
1;supply_node;2762.00;10.23;795.00;4.34;0
1;supply_node;2775.00;10.40;780.00;0.63;0
1;supply_node;2796.00;10.23;793.00;3.58;0
1;supply_node;2791.00;10.23;771.00;5.05;0
1;supply_node;2801.00;10.23;776.00;2.81;0
1;supply_node;2810.00;9.95;759.00;5.75;0
1;supply_node;2782.00;10.25;798.00;0.94;0
1;supply_node;2804.00;10.20;795.00;4.98;0
1;supply_node;2769.00;10.62;790.00;0.18;0
1;supply_node;2798.00;9.90;758.00;3.12;0
1;supply_node;2811.00;9.90;784.00;0.87;0
1;supply_node;2811.00;9.90;797.00;2.35;0
1;naval_base;2758.00;9.80;798.00;-1.57;3937
1;bunker;2768.00;10.38;784.00;0.55;0
1;bunker;2799.00;9.90;755.00;3.21;0
1;bunker;2805.00;10.10;766.00;4.77;0
1;bunker;2799.00;10.28;776.00;1.16;0
1;bunker;2801.00;10.15;795.00;5.28;0
1;bunker;2791.00;10.20;770.00;0.20;0
1;bunker;2772.00;10.23;798.00;3.22;0
1;bunker;2810.00;9.90;762.00;5.88;0
1;bunker;2807.00;10.10;783.00;2.26;0
1;bunker;2787.00;10.18;798.00;0.11;0
1;bunker;2811.00;9.90;792.00;1.67;0
1;bunker;2812.00;9.90;772.00;5.79;0
1;bunker;2787.00;10.60;778.00;0.71;0
1;bunker;2813.00;9.90;786.00;4.83;0
1;bunker;2798.00;10.28;790.00;0.11;0
1;bunker;2779.00;10.60;784.00;2.78;0
1;coastal_bunker;2758.00;9.80;791.00;-1.57;0
1;anti_air_building;2792.00;10.15;767.00;3.38;0
1;anti_air_building;2811.00;9.90;800.00;1.22;0
1;anti_air_building;2805.00;10.12;800.00;5.34;0
1;synthetic_refinery;2769.00;10.35;795.00;5.45;0
1;fuel_silo;2781.00;10.60;777.00;3.29;0
1;radar_station;2786.00;10.60;777.00;0.90;0
1;rocket_site;2758.00;10.15;795.00;2.33;0
1;nuclear_reactor;2800.00;10.20;770.00;3.89;0
1;floating_harbor;2745.00;10.10;793.00;-4.56;471
20;arms_factory;2919.00;10.65;645.00;3.51;0
20;arms_factory;2896.00;10.50;641.00;1.35;0
20;arms_factory;2957.00;10.20;614.00;1.46;0
20;arms_factory;2887.00;10.25;625.00;5.58;0
20;arms_factory;2883.00;10.18;622.00;1.96;0
20;arms_factory;2941.00;10.40;618.00;6.08;0
20;industrial_complex;2883.00;10.20;621.00;6.18;0
20;industrial_complex;2885.00;10.30;617.00;4.02;0
20;industrial_complex;2936.00;11.00;622.00;0.41;0
20;industrial_complex;2878.00;10.18;629.00;3.07;0
20;industrial_complex;2897.00;10.60;639.00;6.09;0
20;industrial_complex;2931.00;10.20;607.00;2.47;0
20;air_base;2923.21;10.60;623.19;5.13;0
20;supply_node;2883.00;10.25;603.00;2.39;0
20;supply_node;2939.00;10.80;636.00;5.32;0
20;supply_node;2921.00;10.60;631.00;1.63;0
20;supply_node;2922.00;10.40;619.00;4.56;0
20;supply_node;2901.00;10.30;624.00;1.21;0
20;supply_node;2932.00;11.00;619.00;3.80;0
20;supply_node;2912.00;10.15;615.00;0.45;0
20;supply_node;2945.00;10.32;623.00;1.93;0
20;supply_node;2945.00;10.35;615.00;5.97;0
20;supply_node;2887.00;10.25;627.00;2.63;0
20;supply_node;2885.00;10.62;641.00;4.10;0
20;supply_node;2952.00;10.23;643.00;1.86;0
20;supply_node;2920.00;10.70;643.00;3.34;0
20;supply_node;2896.00;10.40;635.00;6.28;0
20;supply_node;2878.00;10.30;632.00;4.03;0
20;supply_node;2931.00;11.20;634.00;5.51;0
20;supply_node;2875.00;10.80;644.00;2.16;0
20;supply_node;2924.00;10.40;650.00;4.75;0
20;supply_node;2941.00;10.25;646.00;1.40;0
20;supply_node;2910.00;10.40;647.00;4.34;0
20;supply_node;2949.00;10.20;631.00;0.63;0
20;supply_node;2953.00;10.10;610.00;3.58;0
20;supply_node;2898.00;10.82;644.00;5.05;0
